"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Feb",1,"Sunday","Mazda","Urban","Tuesday","Feb",2,"Male","Married",47,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,555,3,400,3,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",4,"Thursday","Toyota","Urban","Monday","Feb",3,"Female","Married",38,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,559,6,700,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Sunday","Mazda","Urban","Wednesday","Jan",4,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,797,6,400,4,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",3,"Sunday","Mazda","Urban","Thursday","Aug",5,"Male","Married",63,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,23,8,400,3,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Feb",4,"Wednesday","Honda","Rural","Monday","Feb",5,"Female","Married",37,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,212,1,400,1,"more than 30","more than 30","none","5 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Nov",1,"Saturday","Chevrolet","Urban","Friday","Nov",2,"Female","Single",50,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,443,2,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",3,"Sunday","Ford","Urban","Thursday","Feb",1,"Female","Married",45,"Third Party","Sedan - Collision","Sedan","40000 to 59000",0,619,6,400,4,"more than 30","more than 30","more than 4","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",4,"Friday","Mercury","Rural","Monday","Aug",2,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,432,7,400,3,"more than 30","more than 30","2 to 4","3 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Feb",1,"Saturday","Toyota","Urban","Tuesday","Feb",2,"Male","Married",61,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,532,2,400,1,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",2,"Sunday","Saturn","Urban","Friday","Mar",3,"Male","Married",39,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,770,7,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",3,"Saturday","Pontiac","Urban","Tuesday","Jun",3,"Male","Single",31,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,24,5,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"May",1,"Tuesday","Ford","Urban","Tuesday","May",1,"Male","Married",47,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,840,1,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Apr",4,"Sunday","Mazda","Urban","Monday","Apr",4,"Female","Single",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,320,2,400,1,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",2,"Sunday","Pontiac","Urban","Monday","Feb",2,"Male","Married",80,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,535,8,400,2,"more than 30","more than 30","1","more than 7","over 65","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"May",3,"Friday","Pontiac","Rural","Monday","May",4,"Male","Married",28,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,651,14,400,3,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Friday","Honda","Urban","Tuesday","Mar",3,"Male","Single",40,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,759,15,400,1,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",1,"Sunday","Honda","Urban","Wednesday","Jan",1,"Male","Single",44,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,71,16,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"May",4,"Tuesday","Honda","Urban","Tuesday","May",4,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,918,7,400,1,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",2,"Monday","Mazda","Rural","Tuesday","Jan",2,"Male","Married",39,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",1,529,15,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Feb",1,"Saturday","Pontiac","Urban","Saturday","Feb",2,"Male","Married",39,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,267,4,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",3,"Sunday","Pontiac","Urban","Monday","Feb",4,"Male","Married",34,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,854,7,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"May",3,"Tuesday","Toyota","Urban","Tuesday","May",3,"Female","Single",34,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,689,2,400,1,"more than 30","more than 30","none","5 years","31 to 35","No","No","Internal","none","no change","1 vehicle",1994,"Collision"
"Mar",1,"Thursday","Toyota","Urban","Thursday","Mar",1,"Male","Single",30,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,507,13,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",5,"Friday","Honda","Urban","Tuesday","Jan",1,"Female","Single",21,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,302,2,400,2,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",4,"Tuesday","Pontiac","Urban","Thursday","Sep",5,"Male","Married",35,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,455,6,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Monday","Toyota","Rural","Thursday","Feb",4,"Male","Married",58,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,520,8,400,4,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",3,"Wednesday","Mazda","Urban","Saturday","Jul",1,"Male","Single",28,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,492,5,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",3,"Tuesday","Pontiac","Urban","Thursday","Jul",4,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,182,3,400,2,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Oct",3,"Thursday","Chevrolet","Urban","Tuesday","Oct",4,"Male","Single",25,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,393,15,400,4,"more than 30","more than 30","none","4 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",4,"Thursday","Chevrolet","Rural","Thursday","Jun",5,"Female","Single",36,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,751,1,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Mar",5,"Friday","Toyota","Urban","Wednesday","Apr",1,"Female","Married",29,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,720,11,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jun",4,"Wednesday","VW","Urban","Friday","Jun",4,"Male","Single",55,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,334,11,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Aug",4,"Friday","Toyota","Urban","Friday","Sep",1,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,599,16,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",4,"Saturday","Toyota","Urban","Friday","Mar",1,"Female","Married",33,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,80,10,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",1,"Tuesday","Honda","Urban","Tuesday","Apr",1,"Male","Married",31,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,307,2,500,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","2 to 3 years","1 vehicle",1994,"Liability"
"Dec",4,"Monday","Chevrolet","Urban","Wednesday","Jan",1,"Male","Married",50,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,115,2,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Dec",4,"Thursday","Dodge","Urban","Thursday","Jan",1,"Male","Married",44,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,819,15,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",4,"Tuesday","Pontiac","Rural","Wednesday","Mar",3,"Male","Married",31,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,210,16,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Monday","Pontiac","Urban","Wednesday","Jan",1,"Male","Married",50,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,367,8,400,2,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","under 6 months","1 vehicle",1994,"All Perils"
"Jan",1,"Monday","Ford","Urban","Monday","Jan",2,"Male","Married",61,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",1,381,6,400,2,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Dec",4,"Friday","Toyota","Urban","Friday","Dec",4,"Male","Single",36,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,791,1,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jan",4,"Sunday","Chevrolet","Rural","Monday","Jan",4,"Male","Married",27,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,129,9,400,3,"more than 30","more than 30","more than 4","6 years","31 to 35","No","Yes","External","none","no change","1 vehicle",1994,"Liability"
"Aug",5,"Monday","Toyota","Urban","Wednesday","Aug",5,"Female","Married",40,"Third Party","Sedan - Collision","Sedan","more than 69000",0,639,11,400,3,"more than 30","more than 30","1","6 years","36 to 40","Yes","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",2,"Friday","Pontiac","Urban","Tuesday","Jan",3,"Male","Married",27,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,483,2,400,1,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",2,"Tuesday","Chevrolet","Urban","Tuesday","Mar",2,"Male","Married",50,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,355,10,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"May",4,"Tuesday","Toyota","Urban","Wednesday","May",4,"Male","Single",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,87,14,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jul",4,"Monday","Toyota","Urban","Thursday","Sep",1,"Male","Single",23,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,221,15,400,1,"more than 30","more than 30","2 to 4","6 years","26 to 30","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Mar",1,"Wednesday","Saturn","Urban","Monday","Mar",1,"Male","Married",53,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,322,4,400,1,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Saturday","Honda","Urban","Wednesday","Feb",1,"Male","Single",31,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,159,11,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Oct",4,"Sunday","Mazda","Urban","Monday","Oct",5,"Male","Married",31,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,688,11,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Sep",5,"Thursday","Pontiac","Urban","Thursday","Oct",1,"Male","Married",57,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,670,6,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",5,"Friday","Chevrolet","Urban","Friday","Apr",5,"Male","Single",31,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,914,6,400,3,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Apr",3,"Tuesday","Pontiac","Rural","Tuesday","May",1,"Male","Married",46,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,436,1,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",3,"Thursday","Ford","Rural","Thursday","Sep",3,"Male","Married",36,"Third Party","Sedan - Liability","Sport","40000 to 59000",0,888,6,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Jan",4,"Thursday","Mazda","Urban","Wednesday","Feb",1,"Female","Single",38,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,882,9,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",2,"Thursday","Pontiac","Urban","Wednesday","May",2,"Male","Married",57,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,745,3,700,1,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Friday","Honda","Urban","Thursday","Jan",2,"Male","Single",0,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,489,16,400,4,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Apr",2,"Friday","Mazda","Urban","Friday","Apr",2,"Male","Married",44,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,232,10,400,2,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"Dec",5,"Thursday","Pontiac","Urban","Friday","Jan",2,"Male","Married",54,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,188,10,400,4,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",5,"Friday","Pontiac","Urban","Monday","Oct",5,"Male","Married",55,"Third Party","Utility - All Perils","Utility","more than 69000",0,687,3,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","Yes","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Friday","Chevrolet","Urban","Wednesday","Jan",2,"Female","Married",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,271,2,400,3,"more than 30","more than 30","2 to 4","3 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"May",2,"Sunday","Accura","Urban","Monday","May",2,"Male","Married",42,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,262,1,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",1,"Monday","Honda","Urban","Tuesday","Nov",2,"Male","Single",16,"Policy Holder","Sport - Collision","Sport","more than 69000",0,752,11,400,3,"more than 30","more than 30","none","2 years","18 to 20","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",3,"Saturday","Chevrolet","Urban","Tuesday","Mar",4,"Male","Married",47,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,742,9,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Aug",5,"Wednesday","Toyota","Urban","Wednesday","Aug",5,"Male","Married",45,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,640,3,400,2,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Feb",3,"Thursday","Ford","Urban","Tuesday","Feb",5,"Male","Married",42,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,247,14,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","3 to 4",1994,"All Perils"
"May",1,"Wednesday","Toyota","Urban","Wednesday","May",1,"Male","Married",47,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,674,1,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",4,"Tuesday","Pontiac","Urban","Thursday","Mar",4,"Female","Married",45,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,571,5,400,4,"more than 30","more than 30","1","5 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Friday","Dodge","Urban","Tuesday","Feb",1,"Male","Single",33,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",1,758,16,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",3,"Thursday","Pontiac","Urban","Wednesday","Mar",4,"Male","Married",49,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,710,15,400,3,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Mar",1,"Saturday","Mazda","Urban","Wednesday","Mar",3,"Male","Single",28,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,471,5,400,3,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"May",3,"Saturday","Mazda","Urban","Tuesday","May",4,"Female","Married",48,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,698,16,400,4,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","3 to 4",1994,"Liability"
"Jun",4,"Saturday","Honda","Urban","Tuesday","Jul",1,"Male","Married",44,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,803,2,400,4,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Aug",1,"Thursday","Honda","Rural","Wednesday","Aug",2,"Male","Married",40,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,862,9,400,3,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","4 to 8 years","3 to 4",1994,"All Perils"
"Aug",3,"Tuesday","Honda","Urban","Thursday","Aug",3,"Male","Married",31,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,380,3,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",5,"Friday","Honda","Urban","Friday","Jan",5,"Male","Married",48,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,160,5,400,3,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",2,"Thursday","Honda","Urban","Monday","Jan",4,"Male","Married",41,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,93,16,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",5,"Tuesday","VW","Urban","Tuesday","Apr",1,"Male","Married",32,"Third Party","Sedan - Collision","Sedan","more than 69000",0,234,5,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jun",3,"Thursday","Honda","Urban","Friday","Jun",3,"Female","Single",26,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,369,6,400,3,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Nov",5,"Tuesday","Pontiac","Urban","Tuesday","Nov",5,"Male","Married",32,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,117,12,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","Yes","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",1,"Monday","Pontiac","Urban","Thursday","Apr",1,"Female","Married",45,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,632,10,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jun",2,"Monday","Mazda","Urban","Tuesday","Jun",2,"Female","Single",36,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,326,1,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",4,"Friday","Chevrolet","Urban","Tuesday","Feb",1,"Female","Single",35,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,735,5,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Feb",2,"Saturday","Pontiac","Urban","Monday","Feb",2,"Female","Married",26,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,126,16,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Nov",2,"Wednesday","Pontiac","Urban","Tuesday","Nov",3,"Female","Married",29,"Third Party","Sedan - Collision","Sedan","30000 to 39000",1,409,10,500,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","2 to 3 years","1 vehicle",1994,"Collision"
"Apr",4,"Wednesday","VW","Urban","Monday","May",5,"Male","Single",31,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,306,9,400,2,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Thursday","Pontiac","Urban","Monday","Mar",4,"Male","Widow",63,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,850,14,400,2,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Nov",4,"Thursday","Honda","Urban","Thursday","Dec",5,"Male","Married",35,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,113,9,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",1,"Sunday","Pontiac","Urban","Wednesday","Oct",2,"Female","Single",58,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,353,15,400,2,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",3,"Friday","Honda","Urban","Monday","Mar",4,"Female","Single",31,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,376,3,400,3,"more than 30","more than 30","none","4 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",4,"Wednesday","VW","Urban","Monday","Feb",2,"Male","Married",42,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,560,2,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","Internal","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",4,"Saturday","Mazda","Rural","Monday","Jun",4,"Male","Married",28,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,215,7,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jan",5,"Saturday","Toyota","Urban","Tuesday","Jan",5,"Male","Married",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,424,2,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",3,"Saturday","Pontiac","Urban","Monday","Mar",2,"Male","Married",61,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,536,1,400,4,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",5,"Sunday","Accura","Urban","Tuesday","Feb",1,"Male","Married",30,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,156,6,400,2,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",2,"Saturday","Chevrolet","Urban","Monday","Jan",2,"Male","Married",47,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,22,13,400,2,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","4 to 8 years","2 vehicles",1994,"Collision"
"Jul",2,"Tuesday","Mazda","Urban","Wednesday","Jul",2,"Female","Married",26,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,595,5,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Nov",5,"Tuesday","Toyota","Urban","Friday","Feb",1,"Female","Married",44,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,84,9,400,4,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Nov",1,"Friday","Pontiac","Urban","Tuesday","Nov",2,"Female","Married",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,332,1,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",3,"Wednesday","Chevrolet","Rural","Monday","Sep",3,"Male","Married",52,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,625,4,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Aug",4,"Friday","Pontiac","Rural","Monday","Aug",5,"Male","Married",45,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,692,3,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
