"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Jul",2,"Wednesday","Pontiac","Urban","Wednesday","Jul",4,"Male","Married",23,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,923,16,400,4,"more than 30","more than 30","1","6 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",3,"Friday","Honda","Urban","Monday","Aug",1,"Female","Married",45,"Third Party","Sport - Collision","Sport","more than 69000",0,924,11,400,4,"more than 30","more than 30","1","5 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Nov",1,"Wednesday","Honda","Urban","Wednesday","Nov",2,"Male","Married",54,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,925,7,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"Nov",1,"Thursday","Toyota","Urban","Monday","Dec",2,"Male","Married",47,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,926,14,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",3,"Friday","Chevrolet","Urban","Friday","Mar",3,"Female","Married",30,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,927,4,400,1,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",4,"Tuesday","Toyota","Urban","Friday","Mar",4,"Male","Married",58,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,928,8,400,2,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",4,"Friday","Pontiac","Urban","Friday","Mar",4,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,929,7,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"May",2,"Thursday","Pontiac","Urban","Monday","May",3,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,930,14,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"May",4,"Wednesday","Toyota","Urban","Monday","May",5,"Male","Married",44,"Third Party","Sedan - Liability","Sport","more than 69000",0,931,12,700,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jun",3,"Sunday","Pontiac","Rural","Tuesday","Jul",3,"Male","Married",64,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,932,5,400,4,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jun",4,"Friday","Mazda","Urban","Tuesday","Aug",1,"Male","Married",36,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,933,16,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jul",2,"Tuesday","Toyota","Urban","Wednesday","Jul",2,"Male","Married",64,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,934,3,400,2,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jul",2,"Thursday","Pontiac","Urban","Friday","Jul",4,"Female","Married",38,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,935,2,400,3,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",4,"Tuesday","Honda","Urban","Wednesday","Jul",4,"Male","Married",34,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,936,8,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",5,"Saturday","Chevrolet","Urban","Thursday","Feb",2,"Male","Married",35,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,937,14,400,4,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",5,"Monday","Toyota","Urban","Wednesday","Aug",1,"Male","Single",28,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,938,14,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",1,"Friday","Chevrolet","Urban","Wednesday","Aug",3,"Female","Married",39,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,939,1,400,3,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Oct",5,"Saturday","Mazda","Urban","Wednesday","Nov",2,"Male","Married",41,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,940,8,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Nov",1,"Friday","Pontiac","Urban","Saturday","Nov",1,"Female","Married",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,941,6,400,2,"more than 30","more than 30","more than 4","4 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Nov",2,"Saturday","Honda","Urban","Saturday","Nov",3,"Male","Single",19,"Policy Holder","Sport - Collision","Sport","more than 69000",0,942,12,400,2,"more than 30","more than 30","none","3 years","21 to 25","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Nov",2,"Monday","Honda","Urban","Monday","Nov",4,"Male","Married",34,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,943,7,400,2,"more than 30","more than 30","more than 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",5,"Sunday","Saab","Rural","Tuesday","Feb",2,"Male","Married",59,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,944,3,400,4,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","3 to 4",1994,"All Perils"
"Nov",4,"Tuesday","Porche","Urban","Thursday","Nov",4,"Male","Married",50,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,945,8,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",5,"Sunday","Mazda","Rural","Friday","Mar",4,"Male","Married",46,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,946,6,400,3,"more than 30","more than 30","2 to 4","5 years","41 to 50","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"All Perils"
"Nov",1,"Friday","Pontiac","Urban","Wednesday","Nov",2,"Male","Single",18,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,947,6,400,2,"more than 30","more than 30","more than 4","3 years","21 to 25","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Nov",1,"Wednesday","Toyota","Urban","Monday","Nov",3,"Male","Married",64,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,948,6,400,3,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Oct",4,"Monday","Pontiac","Rural","Tuesday","Oct",4,"Male","Married",46,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,949,16,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Sunday","Pontiac","Rural","Tuesday","Feb",1,"Male","Married",27,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",1,950,15,400,3,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",1,"Friday","Toyota","Urban","Monday","Aug",2,"Male","Single",42,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,951,7,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Jul",4,"Thursday","VW","Urban","Wednesday","Aug",1,"Male","Married",43,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,952,9,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jul",4,"Tuesday","Honda","Urban","Thursday","Jul",4,"Male","Single",24,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,953,8,400,3,"more than 30","more than 30","none","5 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jul",4,"Monday","Honda","Urban","Wednesday","Jul",4,"Male","Married",59,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,954,1,400,3,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",5,"Monday","Honda","Urban","Tuesday","Feb",2,"Male","Married",43,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,955,3,400,3,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jul",3,"Monday","Ford","Urban","Wednesday","Jul",3,"Male","Married",46,"Third Party","Sedan - Collision","Sedan","more than 69000",0,956,12,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jul",3,"Friday","Mazda","Rural","Tuesday","Sep",1,"Male","Married",40,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,957,9,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",3,"Friday","Ford","Urban","Thursday","Jun",4,"Male","Married",49,"Third Party","Sedan - Collision","Sedan","60000 to 69000",0,958,3,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",3,"Thursday","Mazda","Urban","Tuesday","Jun",3,"Male","Married",31,"Third Party","Sport - Collision","Sport","more than 69000",0,959,1,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","Yes","External","none","no change","1 vehicle",1994,"Collision"
"May",4,"Wednesday","Honda","Urban","Thursday","Jun",3,"Female","Widow",44,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,960,2,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",5,"Monday","Toyota","Urban","Tuesday","Feb",1,"Male","Married",35,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,961,7,400,3,"1 to 7","8 to 15","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",3,"Tuesday","Toyota","Urban","Wednesday","May",3,"Male","Married",65,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,962,1,700,4,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Apr",1,"Monday","Pontiac","Urban","Tuesday","Apr",1,"Male","Married",72,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,963,9,400,2,"more than 30","more than 30","1","more than 7","over 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",5,"Monday","Honda","Rural","Tuesday","Feb",1,"Male","Single",18,"Policy Holder","Sport - Collision","Sport","more than 69000",1,964,4,400,3,"more than 30","more than 30","none","3 years","21 to 25","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",1,"Tuesday","Toyota","Urban","Friday","Feb",1,"Male","Married",38,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,965,8,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",5,"Friday","Honda","Urban","Monday","Apr",1,"Male","Married",60,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,966,7,400,1,"more than 30","more than 30","more than 4","7 years","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Mar",4,"Monday","VW","Urban","Thursday","Mar",5,"Male","Married",56,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,967,16,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"Feb",1,"Tuesday","Pontiac","Urban","Wednesday","Feb",1,"Female","Married",76,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,968,14,400,3,"more than 30","more than 30","none","more than 7","over 65","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Mar",4,"Thursday","Dodge","Rural","Thursday","Mar",4,"Male","Married",51,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,969,16,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Mar",3,"Friday","Pontiac","Urban","Tuesday","Mar",4,"Male","Married",57,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,970,15,500,2,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","none","2 to 3 years","1 vehicle",1994,"Liability"
"Nov",3,"Saturday","Mazda","Urban","Wednesday","Nov",4,"Female","Single",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,971,8,400,1,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Nov",2,"Wednesday","Pontiac","Urban","Friday","Nov",2,"Male","Married",65,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,972,5,400,3,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",1,"Sunday","Accura","Urban","Monday","Nov",4,"Male","Single",30,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,973,7,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Nov",1,"Friday","Pontiac","Urban","Monday","Nov",2,"Male","Married",43,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,974,7,400,1,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",5,"Friday","Ford","Urban","Monday","Oct",5,"Male","Married",49,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,975,3,400,3,"more than 30","more than 30","more than 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Oct",4,"Tuesday","Toyota","Urban","Wednesday","Oct",4,"Male","Married",31,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,976,4,400,1,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Oct",2,"Thursday","Mazda","Rural","Monday","Oct",3,"Male","Married",41,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,977,5,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",2,"Monday","Honda","Rural","Tuesday","Oct",3,"Male","Married",53,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,978,4,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Oct",1,"Sunday","Pontiac","Urban","Wednesday","Oct",1,"Male","Single",43,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,979,6,400,1,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",4,"Friday","Pontiac","Urban","Friday","Sep",4,"Male","Married",39,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,980,11,400,4,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",2,"Sunday","Honda","Urban","Thursday","Sep",3,"Female","Married",63,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,981,16,400,4,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Aug",4,"Monday","Accura","Rural","Thursday","Sep",1,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,982,15,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",2,"Friday","Mazda","Urban","Tuesday","Sep",3,"Male","Married",38,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,983,16,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",2,"Wednesday","Mazda","Rural","Thursday","Aug",2,"Male","Married",49,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,984,15,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Feb",1,"Wednesday","Honda","Urban","Tuesday","Feb",3,"Male","Single",29,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,985,13,400,4,"more than 30","more than 30","none","new","31 to 35","No","No","External","none","no change","3 to 4",1994,"All Perils"
"Jul",2,"Sunday","Pontiac","Urban","Wednesday","Jul",2,"Male","Single",26,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,986,8,400,2,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jul",2,"Thursday","Toyota","Urban","Tuesday","Jul",2,"Male","Married",40,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,987,1,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jun",4,"Saturday","Pontiac","Urban","Monday","Jun",4,"Female","Single",33,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,988,2,400,1,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"Collision"
"Jun",3,"Friday","Honda","Urban","Monday","Jul",1,"Male","Married",63,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,989,7,400,2,"more than 30","more than 30","more than 4","7 years","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",2,"Friday","Chevrolet","Urban","Friday","Jun",2,"Male","Married",39,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,990,6,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jun",2,"Wednesday","Honda","Urban","Thursday","Jun",2,"Male","Married",43,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,991,9,400,3,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jun",1,"Wednesday","Pontiac","Urban","Monday","Jun",1,"Male","Married",47,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,992,1,400,3,"more than 30","more than 30","2 to 4","6 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",5,"Monday","Pontiac","Urban","Thursday","Jun",1,"Male","Single",30,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,993,11,700,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"May",5,"Monday","Honda","Urban","Monday","Jun",1,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,994,1,400,4,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"May",5,"Monday","Toyota","Urban","Thursday","Jun",1,"Male","Married",40,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,995,11,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"May",4,"Monday","Chevrolet","Urban","Tuesday","May",4,"Male","Single",58,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,996,12,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"May",3,"Friday","Pontiac","Urban","Wednesday","Jun",1,"Male","Single",25,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,997,15,400,4,"more than 30","more than 30","1","5 years","26 to 30","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"May",3,"Saturday","Pontiac","Urban","Tuesday","May",3,"Male","Single",35,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,998,3,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",1,"Wednesday","Pontiac","Rural","Friday","Feb",1,"Male","Married",31,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,999,6,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"May",2,"Saturday","Mazda","Urban","Tuesday","May",2,"Male","Single",38,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1000,10,400,1,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"May",2,"Sunday","Pontiac","Urban","Tuesday","May",2,"Female","Married",37,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,1001,3,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"May",1,"Wednesday","Pontiac","Urban","Monday","May",2,"Female","Single",40,"Third Party","Sedan - Liability","Sport","less than 20000",0,1002,9,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","1 year","1 vehicle",1994,"Liability"
"Feb",1,"Wednesday","Accura","Urban","Monday","Feb",2,"Male","Married",79,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",1,1003,7,400,4,"more than 30","more than 30","more than 4","more than 7","over 65","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Apr",4,"Thursday","Toyota","Urban","Friday","Apr",4,"Male","Married",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1004,2,400,4,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Apr",3,"Saturday","Mazda","Urban","Thursday","Apr",4,"Male","Single",23,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1005,15,400,4,"more than 30","more than 30","2 to 4","6 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Apr",3,"Thursday","Pontiac","Urban","Thursday","Apr",4,"Male","Married",45,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1006,12,400,2,"more than 30","more than 30","more than 4","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Sep",2,"Monday","Toyota","Urban","Monday","Oct",4,"Male","Married",42,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1007,6,400,2,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",4,"Wednesday","Toyota","Urban","Thursday","Nov",4,"Male","Single",40,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1008,14,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Dec",4,"Friday","Toyota","Urban","Thursday","Dec",5,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,1009,10,400,1,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"Collision"
"Nov",4,"Saturday","Honda","Urban","Tuesday","Nov",5,"Male","Married",70,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1010,2,400,4,"more than 30","more than 30","1","more than 7","over 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",1,"Sunday","Honda","Urban","Tuesday","Dec",1,"Female","Married",43,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,1011,16,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Dec",1,"Saturday","Honda","Urban","Monday","Dec",1,"Male","Married",42,"Third Party","Sedan - Collision","Sedan","more than 69000",0,1012,1,400,2,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",5,"Wednesday","Mazda","Urban","Tuesday","Sep",1,"Male","Married",54,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,1013,15,400,3,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",1,"Wednesday","Toyota","Urban","Wednesday","Feb",1,"Male","Married",51,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,1014,6,400,3,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",4,"Tuesday","Mazda","Urban","Wednesday","Dec",5,"Male","Married",56,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1015,7,400,3,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Sep",2,"Wednesday","Chevrolet","Urban","Thursday","Oct",2,"Male","Married",37,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,1016,9,400,4,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",1,"Friday","Toyota","Urban","Friday","Oct",1,"Male","Married",51,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,1017,13,400,2,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Aug",3,"Wednesday","Mazda","Urban","Monday","Aug",4,"Male","Married",40,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1018,15,400,1,"more than 30","more than 30","2 to 4","5 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",3,"Tuesday","Honda","Rural","Friday","Sep",3,"Male","Married",35,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,1019,9,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",3,"Monday","Chevrolet","Urban","Wednesday","Jul",3,"Male","Single",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,1020,5,400,1,"more than 30","more than 30","more than 4","5 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Nov",2,"Friday","Mazda","Urban","Monday","Nov",3,"Male","Married",43,"Third Party","Sedan - Collision","Sedan","30000 to 39000",1,1021,5,500,4,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","none","2 to 3 years","1 vehicle",1994,"Collision"
"Dec",4,"Sunday","Honda","Urban","Tuesday","Dec",4,"Male","Married",72,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,1022,6,400,1,"more than 30","more than 30","1","7 years","over 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Sep",1,"Thursday","Chevrolet","Urban","Wednesday","Sep",2,"Male","Married",39,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,1023,6,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Feb",1,"Thursday","Accura","Urban","Monday","Feb",2,"Male","Married",31,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",1,1024,1,700,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
